iter	Logloss
603	0.3058717145
604	0.3058604717
605	0.3058394743
606	0.3058201796
607	0.305799867
608	0.3057426657
609	0.3056602751
610	0.3055995351
611	0.3055829523
612	0.3055661775
613	0.3054974348
614	0.3054622936
615	0.3054489267
616	0.3054185442
617	0.3054012724
618	0.3053532317
619	0.3053417958
620	0.305285454
621	0.3052148723
622	0.305161518
623	0.3051496911
624	0.3051075479
625	0.3050678847
626	0.3050419201
627	0.3050035525
628	0.3049666192
629	0.3049401108
630	0.3048582368
631	0.3048115923
632	0.3047966612
633	0.3047746501
634	0.3047373744
635	0.3047118567
636	0.3046853165
637	0.3046440794
638	0.3045997799
639	0.3045936999
640	0.3045750035
641	0.3045675597
642	0.3045438323
643	0.3045326702
644	0.3045127742
645	0.30449433
646	0.3044892361
647	0.3044637594
648	0.3044617394
649	0.3044339045
650	0.3044093497
651	0.3043833645
652	0.3043628253
653	0.3043543604
654	0.3043485593
655	0.3042892675
656	0.3042429367
657	0.3042127542
658	0.3041788459
659	0.3041405254
660	0.3040287287
661	0.3039890454
662	0.3039705334
663	0.3039465856
664	0.3039334988
665	0.3039125095
666	0.3038786674
667	0.3038379968
668	0.3037973533
669	0.3037947847
670	0.3037826765
671	0.3037453953
672	0.3036883071
673	0.3036778965
674	0.3036527882
675	0.3036358787
676	0.3035987609
677	0.3035515686
678	0.3034855331
679	0.3034654959
680	0.3034081602
681	0.3033402617
682	0.3033049495
683	0.3032770773
684	0.3032549207
685	0.3032258088
686	0.3032105339
687	0.3031731043
688	0.3031281571
689	0.303117936
690	0.3031056939
691	0.3030440675
692	0.3030251825
693	0.3029836461
694	0.302944248
695	0.3029263261
696	0.3028867678
697	0.3028786953
698	0.3028680354
699	0.3028301968
700	0.3028111324
701	0.3027874552
702	0.3027710789
703	0.3027639761
704	0.3027339392
705	0.3027119247
706	0.3026376893
707	0.3025923913
708	0.3025477888
709	0.3025338047
710	0.3025012951
711	0.3024653889
712	0.3024128947
713	0.3023984116
714	0.3023766134
715	0.3023502185
716	0.3023338317
717	0.302325311
718	0.302146501
719	0.3020742296
720	0.3020704741
721	0.3020341493
722	0.3020213857
723	0.3020042671
724	0.3019097615
725	0.3018968069
726	0.3018643263
727	0.3018245211
728	0.3017899078
729	0.3017684088
730	0.3017516018
731	0.3017473898
732	0.301651656
733	0.3016170699
734	0.3016087217
735	0.3015919744
736	0.3015564247
737	0.3015148221
738	0.3015017054
739	0.3014817092
740	0.3014684254
741	0.3014546542
742	0.3014192313
743	0.3013994933
744	0.301395289
745	0.3013614989
746	0.3013350968
747	0.30131891
748	0.3012809267
749	0.3012809267
750	0.3012566027
751	0.3012442968
752	0.3012320617
753	0.3011683058
754	0.3011604295
755	0.3011490361
756	0.3011089489
757	0.3010970175
758	0.3010860391
759	0.3010482211
760	0.3010338742
761	0.3010224372
762	0.3009776371
763	0.3009549293
764	0.3009455225
765	0.3007893521
766	0.3007680445
767	0.3007417788
768	0.3006917076
769	0.3006100665
770	0.3006031988
771	0.3005534775
772	0.3005427374
773	0.3005347379
774	0.3005260862
775	0.3005187663
776	0.3004862196
777	0.3004757644
778	0.3004624896
779	0.3004612429
780	0.3004496662
781	0.3004111069
782	0.3004051921
783	0.3003481617
784	0.3003172837
785	0.3002976806
786	0.300289917
787	0.3002768532
788	0.3001861808
789	0.3001672924
790	0.3001637152
791	0.3001471364
792	0.3001059617
793	0.3000990561
794	0.3000921962
795	0.3000763369
796	0.3000549084
797	0.3000366453
798	0.3000280597
799	0.3000229252
